order_id,quantity,item_name,choice_description,item_price,item_price_per
457,2,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice Lettuce ,17.5,8.75
457,1,chicken burrito, Fresh Tomato Salsa Fajita Vegetables Rice Sour Cream Lettuce ,8.75,8.75
458,1,chicken bowl, Fresh Tomato Salsa Rice Black Beans Cheese ,8.75,8.75
458,1,chicken salad bowl, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Pinto Beans Cheese Lettuce ,8.75,8.75
459,2,chicken salad bowl, Fresh Tomato Salsa Black Beans Cheese Guacamole ,22.5,11.25
460,1,steak bowl, Tomatillo Red Chili Salsa Rice Cheese Sour Cream Lettuce ,9.25,9.25
460,1,chicken bowl, Fresh Tomato Salsa Rice Cheese Sour Cream Lettuce ,8.75,8.75
460,1,chips and guacamole,,4.45,4.45
461,1,steak burrito, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Sour Cream Guacamole Lettuce ,11.75,11.75
461,1,canned soft drink, Diet Coke ,1.25,1.25
462,1,chicken burrito, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
462,1,chips and fresh tomato salsa,,2.95,2.95
463,1,barbacoa burrito, Tomatillo Green Chili Salsa Medium Rice Cheese Sour Cream Lettuce ,8.99,8.99
463,1,side of chips,,1.69,1.69
464,1,chicken burrito, Roasted Chili Corn Salsa Rice Black Beans Cheese Lettuce Guacamole ,11.25,11.25
464,1,chips and guacamole,,4.45,4.45
465,1,chicken bowl, Tomatillo Red Chili Salsa Rice Black Beans Cheese Sour Cream Lettuce ,8.75,8.75
465,1,6 pack soft drink, Coke ,6.49,6.49
466,1,chicken burrito, Tomatillo Red Chili Salsa Rice Black Beans Cheese ,8.75,8.75
466,1,chips and guacamole,,4.45,4.45
466,1,carnitas burrito, Roasted Chili Corn Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream Lettuce ,9.25,9.25
467,1,chips and guacamole,,4.45,4.45
467,1,barbacoa soft tacos, Roasted Chili Corn Salsa Rice Pinto Beans Cheese Sour Cream Guacamole ,11.75,11.75
467,1,steak burrito, Roasted Chili Corn Salsa Rice Pinto Beans Cheese Sour Cream Guacamole ,11.75,11.75
468,1,chips and guacamole,,4.45,4.45
468,1,carnitas salad bowl, Fresh Tomato Salsa Rice Black Beans Cheese Guacamole ,11.89,11.89
468,1,steak bowl, Tomatillo Green Chili Salsa Rice Pinto Beans Cheese Sour Cream Guacamole Lettuce ,11.75,11.75
469,1,chicken bowl, Roasted Chili Corn Salsa Rice Pinto Beans Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
469,1,chips and fresh tomato salsa,,2.95,2.95
469,1,bottled water,,1.5,1.5
470,1,chips and guacamole,,4.45,4.45
470,1,chicken burrito, Fresh Tomato Salsa Rice Fajita Vegetables Sour Cream Cheese Lettuce ,8.75,8.75
471,1,steak burrito, Tomatillo Green Chili Salsa Medium Pinto Beans Rice Cheese Sour Cream ,8.99,8.99
471,1,bottled water,,1.09,1.09
471,1,steak burrito, Fresh Tomato Salsa Mild Rice Cheese Sour Cream Lettuce ,8.99,8.99
471,1,canned soda, Dr Pepper ,1.09,1.09
471,1,chips and guacamole,,3.99,3.99
472,1,steak burrito, Fresh Tomato Salsa Mild Tomatillo Red Chili Salsa Hot Pinto Beans Fajita Veggies Cheese Guacamole ,11.48,11.48
472,1,veggie burrito, Tomatillo Green Chili Salsa Medium Black Beans Rice Fajita Veggies Cheese Sour Cream ,8.49,8.49
473,1,steak burrito, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream ,9.25,9.25
473,1,chips and guacamole,,4.45,4.45
474,1,steak bowl, Fresh Tomato Salsa Mild Pinto Beans Rice Fajita Veggies Cheese Guacamole Lettuce ,11.48,11.48
475,1,barbacoa soft tacos, Tomatillo Green Chili Salsa Sour Cream Cheese Lettuce ,9.25,9.25
475,1,chips and roasted chili corn salsa,,2.95,2.95
475,1,barbacoa burrito, Tomatillo Green Chili Salsa Rice Black Beans Sour Cream Cheese ,9.25,9.25
476,1,chicken burrito, Fresh Tomato Salsa Mild Pinto Beans Rice Fajita Veggies Cheese Sour Cream Lettuce ,8.49,8.49
476,1,steak burrito, Fresh Tomato Salsa Mild Pinto Beans Black Beans Rice Fajita Veggies Cheese Sour Cream Lettuce ,8.99,8.99
477,1,steak burrito, Tomatillo Red Chili Salsa Hot Rice Cheese Sour Cream ,8.99,8.99
477,1,chicken burrito, Tomatillo Red Chili Salsa Hot Black Beans Rice Cheese Lettuce ,8.49,8.49
478,1,chicken bowl, Roasted Chili Corn Salsa Rice Cheese Lettuce ,8.75,8.75
478,1,chips and tomatillo green chili salsa,,2.95,2.95
478,1,chips and guacamole,,4.45,4.45
478,1,steak salad bowl, Fresh Tomato Salsa Rice Fajita Vegetables Sour Cream Cheese Lettuce Guacamole ,11.89,11.89
479,1,chicken burrito, Fresh Tomato Mild Guacamole Rice Fajita Veggies Sour Cream Cheese ,10.58,10.58
479,1,chicken burrito, Fresh Tomato Mild Lettuce Rice Fajita Veggies Sour Cream Cheese ,8.19,8.19
479,1,side of chips,,1.69,1.69
480,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice ,8.75,8.75
480,1,chips,,2.15,2.15
480,1,canned soft drink, Diet Coke ,1.25,1.25
481,2,chicken burrito, Fresh Tomato Salsa Rice ,17.5,8.75
481,1,6 pack soft drink, Coke ,6.49,6.49
481,1,steak crispy tacos, Tomatillo Red Chili Salsa Rice ,9.25,9.25
481,1,chips,,2.15,2.15
482,1,chicken burrito, Tomatillo Red Chili Salsa Rice Black Beans Cheese ,8.75,8.75
482,1,chips and guacamole,,4.45,4.45
482,1,chicken bowl, Roasted Chili Corn Salsa Fajita Vegetables Rice Pinto Beans Cheese Sour Cream Lettuce ,8.75,8.75
482,1,canned soft drink, Coke ,1.25,1.25
483,1,barbacoa bowl, Tomatillo Green Chili Salsa Medium Black Beans Rice Cheese Guacamole ,11.48,11.48
483,1,barbacoa bowl, Fresh Tomato Salsa Mild Black Beans Rice Cheese Sour Cream Guacamole Lettuce ,11.48,11.48
484,1,steak bowl, Tomatillo Red Chili Salsa Hot Black Beans Rice Cheese Sour Cream ,8.99,8.99
484,2,bottled water,,2.18,1.09
485,1,chicken bowl, Roasted Chili Corn Salsa Medium Tomatillo Red Chili Salsa Hot Pinto Beans Rice Fajita Veggies ,8.49,8.49
485,1,barbacoa bowl, Roasted Chili Corn Salsa Medium Tomatillo Red Chili Salsa Hot Pinto Beans Rice Fajita Veggies ,8.99,8.99
485,1,chips and roasted chili corn salsa,,2.39,2.39
485,1,chips and tomatillo red chili salsa,,2.39,2.39
485,2,bottled water,,2.18,1.09
486,1,chicken bowl, Roasted Chili Corn Salsa Fajita Vegetables Rice Black Beans Cheese ,8.75,8.75
486,1,chips and guacamole,,4.45,4.45
487,1,chicken burrito, Fresh Tomato Salsa Lettuce Guacamole Rice Cheese Fajita Vegetables Sour Cream ,11.25,11.25
487,1,carnitas soft tacos, Roasted Chili Corn Salsa ,9.25,9.25
488,1,barbacoa burrito, Fresh Tomato Salsa Rice Cheese ,9.25,9.25
488,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Guacamole Lettuce ,11.25,11.25
488,1,chicken salad bowl, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
488,1,chips and guacamole,,4.45,4.45
488,1,chips and tomatillo red chili salsa,,2.95,2.95
488,1,steak bowl, Tomatillo Red Chili Salsa Rice Cheese Sour Cream Guacamole Lettuce ,11.75,11.75
489,1,veggie burrito, Fresh Tomato Salsa Mild Pinto Beans Rice Cheese Sour Cream ,8.49,8.49
489,1,chicken soft tacos, Fresh Tomato Salsa Mild Pinto Beans Cheese Sour Cream ,8.49,8.49
490,1,carnitas crispy tacos, Tomatillo Green Chili Salsa Medium Fajita Veggies Cheese Lettuce ,8.99,8.99
490,1,side of chips,,1.69,1.69
491,1,carnitas burrito, Tomatillo Green Chili Salsa Fajita Vegetables Rice Cheese Sour Cream ,9.25,9.25
491,1,chicken bowl, Roasted Chili Corn Salsa Rice Black Beans Cheese Guacamole ,11.25,11.25
491,1,steak burrito, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.75,11.75
491,1,carnitas bowl, Roasted Chili Corn Salsa Rice Pinto Beans Sour Cream ,9.25,9.25
491,1,chicken burrito, Fresh Tomato Salsa Cheese Sour Cream Lettuce ,8.75,8.75
491,1,barbacoa burrito, Fresh Tomato Salsa Rice Pinto Beans Guacamole Lettuce ,11.75,11.75
491,1,chicken bowl, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream Lettuce ,8.75,8.75
491,1,chicken bowl, Roasted Chili Corn Salsa Rice Black Beans Cheese Sour Cream Guacamole ,11.25,11.25
491,1,chicken bowl, Fresh Tomato Salsa Rice Black Beans Cheese Guacamole ,11.25,11.25
492,1,chicken bowl, Fresh Tomato Salsa Mild Tomatillo Red Chili Salsa Hot Black Beans Rice Cheese Sour Cream Guacamole ,10.98,10.98
493,1,chicken burrito, Fresh Tomato Salsa Rice Pinto Beans Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
493,1,chips and guacamole,,4.45,4.45
494,1,chicken bowl, Tomatillo Red Chili Salsa Hot Pinto Beans Rice Cheese Sour Cream Guacamole ,10.98,10.98
494,1,chicken burrito, Roasted Chili Corn Salsa Medium Rice Cheese Sour Cream ,8.49,8.49
495,1,carnitas bowl, Tomatillo Red Chili Salsa Hot Black Beans Rice Fajita Veggies Cheese Sour Cream Lettuce ,8.99,8.99
495,1,izze, Clementine ,3.39,3.39
496,1,chips and guacamole,,3.99,3.99
496,1,steak burrito, Fresh Tomato Salsa Mild Roasted Chili Corn Salsa Medium Black Beans Rice Cheese Lettuce ,8.99,8.99
496,1,canned soda, Diet Coke ,1.09,1.09
496,1,canned soda, Diet Dr Pepper ,1.09,1.09
496,1,chips and tomatillo green chili salsa,,2.39,2.39
497,2,chicken burrito, Tomatillo Red Chili Salsa Cheese Rice Black Beans ,17.5,8.75
497,1,chips and guacamole,,4.45,4.45
498,1,chicken bowl, Roasted Chili Corn Salsa Rice Black Beans Sour Cream Guacamole ,11.25,11.25
498,1,chicken bowl, Tomatillo Green Chili Salsa Rice Cheese Guacamole Lettuce ,11.25,11.25
498,1,chips and guacamole,,4.45,4.45
499,1,steak bowl, Fresh Tomato Salsa Black Beans Cheese Sour Cream ,9.25,9.25
499,1,chips and guacamole,,4.45,4.45
500,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice ,8.75,8.75
500,1,chips,,2.15,2.15
500,1,canned soft drink, Diet Coke ,1.25,1.25
501,1,barbacoa salad bowl, Fresh Tomato Salsa Rice Fajita Vegetables Pinto Beans Black Beans Sour Cream Cheese Lettuce Guacamole ,11.89,11.89
501,1,chips and fresh tomato salsa,,2.95,2.95
502,1,steak burrito, Roasted Chili Corn Salsa Black Beans Cheese Sour Cream Guacamole Lettuce ,11.75,11.75
502,1,canned soft drink, Diet Coke ,1.25,1.25
503,1,chicken burrito, Roasted Chili Corn Salsa Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
503,1,chips and guacamole,,4.45,4.45
504,1,barbacoa bowl, Tomatillo Green Chili Salsa Medium Black Beans Rice Cheese Guacamole ,11.48,11.48
504,1,barbacoa bowl, Fresh Tomato Salsa Mild Black Beans Rice Cheese Sour Cream Guacamole Lettuce ,11.48,11.48
505,1,chips and fresh tomato salsa,,2.95,2.95
505,1,carnitas burrito, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream Lettuce ,9.25,9.25
506,1,chicken burrito, Fresh Tomato Salsa Rice Black Beans Sour Cream Lettuce ,8.75,8.75
506,1,barbacoa soft tacos, Tomatillo Red Chili Salsa Rice Pinto Beans Cheese Sour Cream ,9.25,9.25
506,1,chips and fresh tomato salsa,,2.95,2.95
507,1,veggie bowl, Tomatillo Red Chili Salsa Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
507,1,canned soft drink, Lemonade ,1.25,1.25
507,1,carnitas bowl, Tomatillo Green Chili Salsa Rice Pinto Beans Cheese Guacamole Lettuce ,11.75,11.75
508,1,steak bowl, Fresh Tomato Salsa Mild Rice Cheese ,8.99,8.99
508,1,chips and fresh tomato salsa,,2.39,2.39
509,1,canned soft drink, Diet Coke ,1.25,1.25
509,1,chicken soft tacos, Fresh Tomato Salsa Sour Cream Cheese Guacamole ,11.25,11.25
509,1,canned soft drink, Coke ,1.25,1.25
509,1,chicken burrito, Fresh Tomato Salsa Rice Fajita Vegetables Sour Cream Cheese Guacamole ,11.25,11.25
510,1,veggie burrito, Fresh Tomato Salsa Mild Pinto Beans Rice Cheese Sour Cream ,8.49,8.49
510,1,chips and guacamole,,3.99,3.99
511,4,chicken burrito, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Lettuce ,35.0,8.75
511,3,steak burrito, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Lettuce ,27.75,9.25
511,1,veggie burrito, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Lettuce ,8.75,8.75
511,4,chips and fresh tomato salsa,,11.8,2.95
511,2,chips and guacamole,,8.9,4.45
511,2,chips and tomatillo green chili salsa,,5.9,2.95
511,1,6 pack soft drink, Coke ,6.49,6.49
512,1,veggie burrito, Roasted Chili Corn Salsa Medium Black Beans Rice Fajita Veggies Cheese Sour Cream Guacamole Lettuce ,10.98,10.98
513,2,steak burrito, Tomatillo Green Chili Salsa Medium Tomatillo Red Chili Salsa Hot Black Beans Rice Fajita Veggies Sour Cream ,17.98,8.99
513,1,chips and tomatillo green chili salsa,,2.39,2.39
514,1,barbacoa bowl, Tomatillo Red Chili Salsa Rice Black Beans Cheese Lettuce ,9.25,9.25
514,1,chicken bowl, Fresh Tomato Salsa Rice Black Beans ,8.75,8.75
514,1,chips,,2.15,2.15
515,1,chicken soft tacos, Roasted Chili Corn Salsa Rice Cheese ,8.75,8.75
515,1,chips and guacamole,,4.45,4.45
516,1,chicken burrito, Fresh Tomato Salsa Mild Rice Cheese Lettuce ,8.49,8.49
516,1,side of chips,,1.69,1.69
517,1,chicken burrito, Tomatillo Red Chili Hot Lettuce Rice Cheese ,8.19,8.19
517,1,steak burrito, Tomatillo Red Chili Hot Lettuce Rice Sour Cream Cheese ,8.69,8.69
518,1,chicken burrito, Roasted Chili Corn Salsa Medium Fresh Tomato Salsa Mild Rice Black Beans Fajita Veggies Cheese Sour Cream Guacamole Lettuce ,10.98,10.98
519,1,chips and guacamole,,3.99,3.99
519,1,steak burrito, Fresh Tomato Salsa Mild Rice Cheese Sour Cream Guacamole Lettuce ,11.48,11.48
519,1,steak burrito, Fresh Tomato Salsa Mild Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.48,11.48
520,1,chips and guacamole,,4.45,4.45
520,1,chicken soft tacos, Fresh Tomato Salsa Rice Sour Cream Cheese Lettuce ,8.75,8.75
520,1,6 pack soft drink, Sprite ,6.49,6.49
521,1,chicken burrito, Fresh Tomato Salsa Rice Black Beans Cheese Lettuce ,8.75,8.75
521,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice ,8.75,8.75
522,1,steak burrito, Roasted Chili Corn Salsa Rice Pinto Beans Cheese ,9.25,9.25
522,1,canned soft drink, Diet Coke ,1.25,1.25
522,1,chips and guacamole,,4.45,4.45
523,1,chicken burrito, Tomatillo Red Chili Salsa Hot Black Beans Rice Cheese ,8.49,8.49
523,1,side of chips,,1.69,1.69
524,1,carnitas burrito, Fresh Tomato Salsa Fajita Vegetables Rice Pinto Beans Cheese Sour Cream Lettuce ,9.25,9.25
524,1,chips and guacamole,,4.45,4.45
525,1,steak burrito, Roasted Chili Corn Salsa Medium Fresh Tomato Salsa Mild Lettuce Black Beans Sour Cream Cheese Rice Fajita Veggies Pinto Beans ,8.99,8.99
525,1,canned soda, Sprite ,1.09,1.09
526,1,chicken bowl, Fresh Tomato Salsa Fajita Vegetables Rice Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
526,1,chips and roasted chili corn salsa,,2.95,2.95
527,1,steak bowl, Fresh Tomato Mild Guacamole Lettuce Pinto Beans Rice Sour Cream Cheese ,11.08,11.08
527,1,carnitas bowl, Fresh Tomato Mild Guacamole Lettuce Rice Sour Cream Cheese ,11.08,11.08
527,1,chips and guacamole,,3.89,3.89
528,1,chicken bowl, Fresh Tomato Salsa Mild Rice Black Beans Fajita Veggies Cheese Guacamole Lettuce ,10.98,10.98
529,1,veggie bowl, Roasted Chili Corn Salsa Fajita Vegetables Rice Black Beans Guacamole ,11.25,11.25
529,1,chicken bowl, Roasted Chili Corn Salsa Rice Black Beans Cheese Sour Cream Lettuce ,8.75,8.75
529,1,chicken bowl, Roasted Chili Corn Salsa Fajita Vegetables Black Beans Guacamole ,11.25,11.25
530,1,barbacoa burrito, Tomatillo Red Chili Salsa Rice Cheese Lettuce ,9.25,9.25
530,2,chips,,4.3,2.15
530,1,chicken bowl, Tomatillo Green Chili Salsa Rice Pinto Beans Sour Cream Lettuce ,8.75,8.75
531,1,chicken bowl, Fresh Tomato Salsa Mild Tomatillo Red Chili Salsa Hot Black Beans Rice Cheese Sour Cream ,8.49,8.49
531,1,chips and guacamole,,3.99,3.99
532,1,side of chips,,1.69,1.69
532,1,steak bowl, Fresh Tomato Salsa Mild Black Beans Rice Fajita Veggies Lettuce Cheese Sour Cream ,8.99,8.99
533,1,chicken bowl, Fresh Tomato Salsa Mild Black Beans Rice Cheese ,8.49,8.49
533,1,side of chips,,1.69,1.69
534,1,steak burrito, Tomatillo Red Chili Salsa Fajita Vegetables Black Beans Cheese Sour Cream Guacamole ,11.75,11.75
534,1,chicken burrito, Roasted Chili Corn Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream Guacamole ,11.25,11.25
534,1,steak salad bowl, Roasted Chili Corn Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.89,11.89
535,1,steak bowl, Tomatillo Red Chili Salsa Rice Black Beans Cheese ,9.25,9.25
535,1,chips and tomatillo red chili salsa,,2.95,2.95
535,1,steak bowl, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream Lettuce ,9.25,9.25
535,1,chips and fresh tomato salsa,,2.95,2.95
536,1,veggie salad bowl, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream ,8.75,8.75
536,1,chips and guacamole,,4.45,4.45
537,1,chips and guacamole,,4.45,4.45
537,1,veggie bowl, Fresh Tomato Salsa Fajita Vegetables Rice Cheese Sour Cream Lettuce ,8.75,8.75
538,1,chicken burrito, Tomatillo Green Chili Salsa Medium Roasted Chili Corn Salsa Medium Tomatillo Red Chili Salsa Hot Pinto Beans Rice Fajita Veggies Cheese Sour Cream Guacamole Lettuce ,10.98,10.98
539,1,steak burrito, Fresh Tomato Salsa Mild Tomatillo Red Chili Salsa Hot Rice Cheese Sour Cream Guacamole ,11.48,11.48
539,1,chicken burrito, Tomatillo Red Chili Salsa Hot Black Beans Rice Cheese ,8.49,8.49
540,1,steak burrito, Fresh Tomato Salsa Rice Pinto Beans Cheese ,9.25,9.25
540,1,chips and guacamole,,4.45,4.45
541,1,steak burrito, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream Guacamole ,11.75,11.75
541,1,barbacoa salad bowl, Fresh Tomato Salsa Fajita Vegetables Rice Black Beans Cheese Guacamole Lettuce ,11.89,11.89
542,1,steak crispy tacos, Roasted Chili Corn Salsa Medium Rice Cheese Lettuce ,8.99,8.99
542,1,chicken burrito, Roasted Chili Corn Salsa Medium Rice Cheese Lettuce ,8.49,8.49
543,1,chicken bowl, Tomatillo Red Chili Salsa Black Beans Cheese Sour Cream ,8.75,8.75
543,1,steak bowl, Tomatillo Green Chili Salsa Fajita Vegetables Rice Pinto Beans Cheese Sour Cream ,9.25,9.25
544,1,chicken burrito, Fresh Tomato Salsa Rice Cheese Sour Cream Lettuce ,8.75,8.75
544,1,chicken bowl, Fresh Tomato Salsa Rice Cheese Sour Cream Lettuce ,8.75,8.75
545,1,steak burrito, Roasted Chili Corn Salsa Rice Pinto Beans Cheese Sour Cream Guacamole ,11.75,11.75
545,1,barbacoa soft tacos, Roasted Chili Corn Salsa Rice Cheese Sour Cream Guacamole ,11.75,11.75
545,1,chips and guacamole,,4.45,4.45
546,1,chicken burrito, Tomatillo Green Chili Salsa Rice Black Beans Sour Cream Cheese Guacamole ,11.25,11.25
546,1,carnitas burrito, Tomatillo Green Chili Salsa Rice Fajita Vegetables Sour Cream Cheese Lettuce Guacamole ,11.75,11.75
546,2,canned soft drink, Coke ,2.5,1.25
547,1,steak burrito, Tomatillo Green Chili Salsa Medium Rice Cheese Sour Cream Lettuce ,8.99,8.99
547,1,side of chips,,1.69,1.69
548,1,carnitas bowl, Tomatillo Green Chili Salsa Rice Black Beans Pinto Beans Cheese Guacamole ,11.75,11.75
548,1,chips,,2.15,2.15
549,1,canned soft drink, Coke ,1.25,1.25
549,1,carnitas bowl, Tomatillo Red Chili Salsa Rice Black Beans Cheese Sour Cream ,9.25,9.25
549,1,chicken crispy tacos, Fresh Tomato Salsa Fajita Vegetables Cheese Sour Cream Lettuce ,8.75,8.75
549,2,chips and guacamole,,8.9,4.45
550,1,barbacoa bowl, Fresh Tomato Salsa Rice Black Beans Cheese Lettuce ,9.25,9.25
550,1,chips and tomatillo red chili salsa,,2.95,2.95
551,1,veggie burrito, Tomatillo Green Chili Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream Lettuce ,8.75,8.75
551,1,chicken burrito, Tomatillo Green Chili Salsa Guacamole ,11.25,11.25
552,2,chips and guacamole,,8.9,4.45
552,1,chicken salad bowl, Roasted Chili Corn Salsa Fajita Vegetables Rice Black Beans Guacamole ,11.25,11.25
552,1,steak soft tacos, Tomatillo Green Chili Salsa Fajita Vegetables Black Beans Cheese Guacamole Lettuce ,11.75,11.75
553,1,steak bowl, Tomatillo Green Chili Salsa Medium Roasted Chili Corn Salsa Medium Rice Cheese Sour Cream Guacamole Lettuce ,11.48,11.48
553,1,side of chips,,1.69,1.69
553,1,nantucket nectar, Pomegranate Cherry ,3.39,3.39
554,1,barbacoa bowl, Fresh Tomato Salsa Rice Black Beans Pinto Beans Cheese Sour Cream Lettuce ,9.25,9.25
554,1,chips and roasted chili corn salsa,,2.95,2.95
555,1,carnitas bowl, Tomatillo Red Chili Salsa Hot Black Beans Rice Cheese Sour Cream Lettuce ,8.99,8.99
555,1,side of chips,,1.69,1.69
555,1,chicken soft tacos, Tomatillo Red Chili Salsa Hot Black Beans Cheese Sour Cream Lettuce ,8.49,8.49
556,1,chicken burrito, Tomatillo Red Chili Salsa Hot Black Beans Rice Cheese Sour Cream Guacamole ,10.98,10.98
557,1,veggie bowl, Roasted Chili Corn Salsa Fajita Vegetables Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
557,1,chips and fresh tomato salsa,,2.95,2.95
558,1,steak soft tacos, Tomatillo Green Chili Salsa Medium Roasted Chili Corn Salsa Medium Black Beans Rice Fajita Veggies Cheese Sour Cream Lettuce ,8.99,8.99
558,1,side of chips,,1.69,1.69
559,1,chicken bowl, Fresh Tomato Salsa Rice Fajita Vegetables ,8.75,8.75
559,1,chips,,2.15,2.15
559,1,canned soft drink, Diet Coke ,1.25,1.25
560,1,chicken bowl, Tomatillo Red Chili Salsa Rice Cheese Lettuce ,8.75,8.75
560,1,chips and roasted chili corn salsa,,2.95,2.95
560,1,steak burrito, Roasted Chili Corn Salsa Rice Pinto Beans Cheese Lettuce ,9.25,9.25
560,2,canned soft drink, Coke ,2.5,1.25
561,1,veggie bowl, Tomatillo Red Chili Salsa Rice Black Beans Cheese Sour Cream Guacamole Lettuce ,11.25,11.25
561,1,canned soft drink, Coke ,1.25,1.25
561,1,carnitas bowl, Tomatillo Green Chili Salsa Rice Pinto Beans Cheese Guacamole Lettuce ,11.75,11.75
561,2,canned soft drink, Lemonade ,2.5,1.25
561,1,chicken bowl, Tomatillo Green Chili Salsa Rice Black Beans Pinto Beans Guacamole Lettuce ,11.25,11.25
561,1,bottled water,,1.5,1.5
561,1,chicken soft tacos, Roasted Chili Corn Salsa Fajita Vegetables Rice Cheese Lettuce ,8.75,8.75
561,1,chips and tomatillo red chili salsa,,2.95,2.95
562,1,barbacoa bowl, Tomatillo Green Chili Salsa Medium Roasted Chili Corn Salsa Medium Rice Fajita Veggies Guacamole Lettuce ,11.48,11.48
562,1,steak burrito, Fresh Tomato Salsa Mild Cheese Sour Cream Guacamole Lettuce ,11.48,11.48
563,1,chicken bowl, Roasted Chili Corn Salsa Rice Black Beans Sour Cream ,8.75,8.75
563,1,chicken bowl, Tomatillo Red Chili Salsa Fajita Vegetables Rice Black Beans Cheese Sour Cream ,8.75,8.75
563,1,chips,,2.15,2.15
564,1,steak burrito, Fresh Tomato Salsa Rice Sour Cream Guacamole ,11.75,11.75
564,1,canned soft drink, Diet Coke ,1.25,1.25
565,1,carnitas soft tacos, Tomatillo Red Chili Salsa Rice Cheese Sour Cream Lettuce ,9.25,9.25
565,1,barbacoa soft tacos, Tomatillo Red Chili Salsa Rice Cheese Sour Cream Lettuce ,9.25,9.25
566,1,6 pack soft drink, Diet Coke ,6.49,6.49
566,1,carnitas bowl, Fresh Tomato Salsa Rice Black Beans Cheese Guacamole Lettuce ,11.75,11.75
567,1,veggie burrito, Fresh Tomato Salsa Mild Pinto Beans Rice Cheese Sour Cream ,8.49,8.49
567,1,veggie soft tacos, Fresh Tomato Salsa Mild Pinto Beans Rice Cheese Sour Cream ,8.49,8.49
567,1,canned soda, Coca Cola ,1.09,1.09
568,1,chicken bowl, Tomatillo Green Chili Salsa Medium Fajita Veggies Cheese Guacamole Lettuce ,10.98,10.98
569,1,chicken burrito, Fresh Tomato Salsa Fajita Vegetables Rice ,8.75,8.75
569,1,canned soft drink, Diet Coke ,1.25,1.25
569,1,chips,,2.15,2.15
570,1,chicken bowl, Roasted Chili Corn Salsa Rice Black Beans Cheese Lettuce Guacamole ,11.25,11.25
570,1,bottled water,,1.5,1.5
571,1,chicken burrito, Fresh Tomato Salsa Rice Black Beans Cheese Sour Cream Guacamole ,11.25,11.25
571,1,veggie bowl, Fresh Tomato Salsa Fajita Vegetables Rice Guacamole ,11.25,11.25
572,1,chicken bowl, Roasted Chili Corn Salsa Medium Rice Cheese ,8.49,8.49
572,1,chicken burrito, Fresh Tomato Salsa Mild Black Beans Rice Cheese Sour Cream Lettuce ,8.49,8.49
573,1,chicken bowl, Fresh Tomato Salsa Rice Lettuce ,8.75,8.75
573,1,bottled water,,1.5,1.5
573,1,canned soft drink, Diet Coke ,1.25,1.25
574,1,chicken bowl, Roasted Chili Corn Salsa Rice Black Beans Cheese ,8.75,8.75
574,2,canned soft drink, Diet Coke ,2.5,1.25
574,1,chips,,2.15,2.15
575,1,salad, Brown Rice Adobo Marinated and Grilled Chicken Vegetarian Black Beans ,7.4,7.4
575,1,salad, White Rice Adobo Marinated and Grilled Chicken Vegetarian Black Beans ,7.4,7.4
575,1,chips and guacamole,,4.0,4.0
576,1,barbacoa bowl, Tomatillo Red Chili Salsa ,9.25,9.25
576,1,barbacoa salad bowl, Roasted Chili Corn Salsa ,9.39,9.39
576,1,barbacoa bowl, Roasted Chili Corn Salsa ,9.25,9.25
577,1,chicken salad bowl, Fresh Tomato Salsa Rice Black Beans Cheese Guacamole Lettuce ,11.25,11.25
577,2,chips and guacamole,,8.9,4.45
